Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,05/23/2018,12/30/1899 10:01:00,12/30/1899 10:11:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,26.1000003814697,61.2000007629395,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,05/23/2018,12/30/1899 10:01:00,12/30/1899 10:11:00,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,26.1000003814697,61.2000007629395,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,05/23/2018,12/30/1899 10:01:00,12/30/1899 10:11:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,26.1000003814697,61.2000007629395,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,05/23/2018,12/30/1899 10:01:00,12/30/1899 10:11:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,26.1000003814697,61.2000007629395,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,05/23/2018,12/30/1899 10:01:00,12/30/1899 10:11:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,26.1000003814697,61.2000007629395,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,05/23/2018,12/30/1899 10:01:00,12/30/1899 10:11:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,26.1000003814697,61.2000007629395,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,05/23/2018,12/30/1899 10:01:00,12/30/1899 10:11:00,Elizabeth Oswald,1,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,,Unidentified Chickadee,Poecile,553526,263793,UNCH,FALSE,FALSE,26.1000003814697,61.2000007629395,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,7.5 - 10 min,Calling,<= 50 Meters,FALSE,,Hairy Woodpecker,Picoides villosus,178262,85739,HAWO,FALSE,FALSE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,7.5 - 10 min,Calling,<= 50 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Yellow-throated Vireo,Vireo flavifrons,179009,93573,YTVI,FALSE,TRUE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,05/24/2018,12/30/1899 07:09:00,12/30/1899 07:19:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,14,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Song Sparrow,Melospiza melodia,179492,85643,SOSP,FALSE,FALSE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,7.5 - 10 min,Calling,<= 50 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,0-2.5 min,Calling,<= 50 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,FALSE,,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,5 - 7.5 min,Visualization,,TRUE,,Barn Swallow,Hirundo rustica,178448,87409,BARS,FALSE,FALSE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,05/24/2018,12/30/1899 08:34:00,12/30/1899 08:44:00,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,05/24/2018,12/30/1899 07:22:00,12/30/1899 07:32:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,05/24/2018,12/30/1899 07:22:00,12/30/1899 07:32:00,Brian Swimelar,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,05/24/2018,12/30/1899 07:22:00,12/30/1899 07:32:00,Brian Swimelar,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,05/24/2018,12/30/1899 07:22:00,12/30/1899 07:32:00,Brian Swimelar,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,05/24/2018,12/30/1899 07:22:00,12/30/1899 07:32:00,Brian Swimelar,1,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,05/24/2018,12/30/1899 07:22:00,12/30/1899 07:32:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,05/24/2018,12/30/1899 07:22:00,12/30/1899 07:32:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,05/24/2018,12/30/1899 07:22:00,12/30/1899 07:32:00,Brian Swimelar,1,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,05/24/2018,12/30/1899 07:22:00,12/30/1899 07:32:00,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,05/24/2018,12/30/1899 07:22:00,12/30/1899 07:32:00,Brian Swimelar,1,0-2.5 min,Visualization,<= 50 Meters,FALSE,,Pileated Woodpecker,Dryocopus pileatus,178166,84833,PIWO,FALSE,FALSE,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,05/24/2018,12/30/1899 07:22:00,12/30/1899 07:32:00,Brian Swimelar,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,05/24/2018,12/30/1899 09:53:00,12/30/1899 10:03:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,05/24/2018,12/30/1899 09:53:00,12/30/1899 10:03:00,Brian Swimelar,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Pileated Woodpecker,Dryocopus pileatus,178166,84833,PIWO,FALSE,FALSE,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,05/24/2018,12/30/1899 09:53:00,12/30/1899 10:03:00,Brian Swimelar,1,0-2.5 min,Visualization,<= 50 Meters,FALSE,,Pileated Woodpecker,Dryocopus pileatus,178166,84833,PIWO,FALSE,FALSE,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,05/24/2018,12/30/1899 09:53:00,12/30/1899 10:03:00,Brian Swimelar,1,0-2.5 min,Calling,<= 50 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,05/24/2018,12/30/1899 09:53:00,12/30/1899 10:03:00,Brian Swimelar,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,05/24/2018,12/30/1899 09:53:00,12/30/1899 10:03:00,Brian Swimelar,1,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,05/24/2018,12/30/1899 09:53:00,12/30/1899 10:03:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,05/24/2018,12/30/1899 09:53:00,12/30/1899 10:03:00,Brian Swimelar,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,05/24/2018,12/30/1899 10:10:00,12/30/1899 10:20:00,Brian Swimelar,1,0-2.5 min,Calling,<= 50 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,05/24/2018,12/30/1899 10:10:00,12/30/1899 10:20:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,05/24/2018,12/30/1899 10:10:00,12/30/1899 10:20:00,Brian Swimelar,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,05/24/2018,12/30/1899 10:10:00,12/30/1899 10:20:00,Brian Swimelar,1,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,05/24/2018,12/30/1899 10:10:00,12/30/1899 10:20:00,Brian Swimelar,1,5 - 7.5 min,Calling,<= 50 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,05/24/2018,12/30/1899 10:10:00,12/30/1899 10:20:00,Brian Swimelar,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,05/24/2018,12/30/1899 10:10:00,12/30/1899 10:20:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,05/24/2018,12/30/1899 10:10:00,12/30/1899 10:20:00,Brian Swimelar,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,05/24/2018,12/30/1899 10:10:00,12/30/1899 10:20:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,05/24/2018,12/30/1899 10:10:00,12/30/1899 10:20:00,Brian Swimelar,1,0-2.5 min,Calling,<= 50 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
